iso_code;continent;location;date;total_cases;total_deaths;population;life_expectancy;human_development_index
ARG;South America;Argentina;1/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;2/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;3/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;4/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;5/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;6/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;7/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;8/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;9/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;10/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;11/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;12/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;13/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;14/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;15/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;16/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;17/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;18/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;19/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;20/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;21/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;22/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;23/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;24/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;25/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;26/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;27/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;28/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;29/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;30/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;31/1/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;1/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;2/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;3/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;4/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;5/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;6/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;7/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;8/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;9/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;10/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;11/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;12/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;13/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;14/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;15/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;16/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;17/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;18/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;19/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;20/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;21/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;22/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;23/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;24/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;25/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;26/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;27/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;28/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;29/2/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;1/3/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;2/3/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;3/3/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;4/3/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;5/3/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;6/3/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;7/3/2020;0;0;45510324;76.67;0.845
ARG;South America;Argentina;8/3/2020;22;1;45510324;76.67;0.845
ARG;South America;Argentina;9/3/2020;22;1;45510324;76.67;0.845
ARG;South America;Argentina;10/3/2020;22;1;45510324;76.67;0.845
ARG;South America;Argentina;11/3/2020;22;1;45510324;76.67;0.845
ARG;South America;Argentina;12/3/2020;22;1;45510324;76.67;0.845
ARG;South America;Argentina;13/3/2020;22;1;45510324;76.67;0.845
ARG;South America;Argentina;14/3/2020;22;1;45510324;76.67;0.845
ARG;South America;Argentina;15/3/2020;131;9;45510324;76.67;0.845
ARG;South America;Argentina;16/3/2020;131;9;45510324;76.67;0.845
ARG;South America;Argentina;17/3/2020;131;9;45510324;76.67;0.845
ARG;South America;Argentina;18/3/2020;131;9;45510324;76.67;0.845
ARG;South America;Argentina;19/3/2020;131;9;45510324;76.67;0.845
ARG;South America;Argentina;20/3/2020;131;9;45510324;76.67;0.845
ARG;South America;Argentina;21/3/2020;131;9;45510324;76.67;0.845
ARG;South America;Argentina;22/3/2020;536;20;45510324;76.67;0.845
ARG;South America;Argentina;23/3/2020;536;20;45510324;76.67;0.845
ARG;South America;Argentina;24/3/2020;536;20;45510324;76.67;0.845
ARG;South America;Argentina;25/3/2020;536;20;45510324;76.67;0.845
ARG;South America;Argentina;26/3/2020;536;20;45510324;76.67;0.845
ARG;South America;Argentina;27/3/2020;536;20;45510324;76.67;0.845
ARG;South America;Argentina;28/3/2020;536;20;45510324;76.67;0.845
ARG;South America;Argentina;29/3/2020;1282;70;45510324;76.67;0.845
ARG;South America;Argentina;30/3/2020;1282;70;45510324;76.67;0.845
ARG;South America;Argentina;31/3/2020;1282;70;45510324;76.67;0.845
ARG;South America;Argentina;1/4/2020;1282;70;45510324;76.67;0.845
ARG;South America;Argentina;2/4/2020;1282;70;45510324;76.67;0.845
ARG;South America;Argentina;3/4/2020;1282;70;45510324;76.67;0.845
ARG;South America;Argentina;4/4/2020;1282;70;45510324;76.67;0.845
ARG;South America;Argentina;5/4/2020;2073;131;45510324;76.67;0.845
ARG;South America;Argentina;6/4/2020;2073;131;45510324;76.67;0.845
ARG;South America;Argentina;7/4/2020;2073;131;45510324;76.67;0.845
ARG;South America;Argentina;8/4/2020;2073;131;45510324;76.67;0.845
ARG;South America;Argentina;9/4/2020;2073;131;45510324;76.67;0.845
ARG;South America;Argentina;10/4/2020;2073;131;45510324;76.67;0.845
ARG;South America;Argentina;11/4/2020;2073;131;45510324;76.67;0.845
ARG;South America;Argentina;12/4/2020;2990;205;45510324;76.67;0.845
ARG;South America;Argentina;13/4/2020;2990;205;45510324;76.67;0.845
ARG;South America;Argentina;14/4/2020;2990;205;45510324;76.67;0.845
ARG;South America;Argentina;15/4/2020;2990;205;45510324;76.67;0.845
ARG;South America;Argentina;16/4/2020;2990;205;45510324;76.67;0.845
ARG;South America;Argentina;17/4/2020;2990;205;45510324;76.67;0.845
ARG;South America;Argentina;18/4/2020;2990;205;45510324;76.67;0.845
ARG;South America;Argentina;19/4/2020;4066;279;45510324;76.67;0.845
ARG;South America;Argentina;20/4/2020;4066;279;45510324;76.67;0.845
ARG;South America;Argentina;21/4/2020;4066;279;45510324;76.67;0.845
ARG;South America;Argentina;22/4/2020;4066;279;45510324;76.67;0.845
ARG;South America;Argentina;23/4/2020;4066;279;45510324;76.67;0.845
ARG;South America;Argentina;24/4/2020;4066;279;45510324;76.67;0.845
ARG;South America;Argentina;25/4/2020;4066;279;45510324;76.67;0.845
ARG;South America;Argentina;26/4/2020;5464;411;45510324;76.67;0.845
ARG;South America;Argentina;27/4/2020;5464;411;45510324;76.67;0.845
ARG;South America;Argentina;28/4/2020;5464;411;45510324;76.67;0.845
ARG;South America;Argentina;29/4/2020;5464;411;45510324;76.67;0.845
ARG;South America;Argentina;30/4/2020;5464;411;45510324;76.67;0.845
ARG;South America;Argentina;1/5/2020;5464;411;45510324;76.67;0.845
ARG;South America;Argentina;2/5/2020;5464;411;45510324;76.67;0.845
ARG;South America;Argentina;3/5/2020;6753;526;45510324;76.67;0.845
ARG;South America;Argentina;4/5/2020;6753;526;45510324;76.67;0.845
ARG;South America;Argentina;5/5/2020;6753;526;45510324;76.67;0.845
ARG;South America;Argentina;6/5/2020;6753;526;45510324;76.67;0.845
ARG;South America;Argentina;7/5/2020;6753;526;45510324;76.67;0.845
ARG;South America;Argentina;8/5/2020;6753;526;45510324;76.67;0.845
ARG;South America;Argentina;9/5/2020;6753;526;45510324;76.67;0.845
ARG;South America;Argentina;10/5/2020;8650;646;45510324;76.67;0.845
ARG;South America;Argentina;11/5/2020;8650;646;45510324;76.67;0.845
ARG;South America;Argentina;12/5/2020;8650;646;45510324;76.67;0.845
ARG;South America;Argentina;13/5/2020;8650;646;45510324;76.67;0.845
ARG;South America;Argentina;14/5/2020;8650;646;45510324;76.67;0.845
ARG;South America;Argentina;15/5/2020;8650;646;45510324;76.67;0.845
ARG;South America;Argentina;16/5/2020;8650;646;45510324;76.67;0.845
ARG;South America;Argentina;17/5/2020;11560;790;45510324;76.67;0.845
ARG;South America;Argentina;18/5/2020;11560;790;45510324;76.67;0.845
ARG;South America;Argentina;19/5/2020;11560;790;45510324;76.67;0.845
ARG;South America;Argentina;20/5/2020;11560;790;45510324;76.67;0.845
ARG;South America;Argentina;21/5/2020;11560;790;45510324;76.67;0.845
ARG;South America;Argentina;22/5/2020;11560;790;45510324;76.67;0.845
ARG;South America;Argentina;23/5/2020;11560;790;45510324;76.67;0.845
ARG;South America;Argentina;24/5/2020;16621;1009;45510324;76.67;0.845
ARG;South America;Argentina;25/5/2020;16621;1009;45510324;76.67;0.845
ARG;South America;Argentina;26/5/2020;16621;1009;45510324;76.67;0.845
ARG;South America;Argentina;27/5/2020;16621;1009;45510324;76.67;0.845
ARG;South America;Argentina;28/5/2020;16621;1009;45510324;76.67;0.845
ARG;South America;Argentina;29/5/2020;16621;1009;45510324;76.67;0.845
ARG;South America;Argentina;30/5/2020;16621;1009;45510324;76.67;0.845
ARG;South America;Argentina;31/5/2020;22406;1306;45510324;76.67;0.845
ARG;South America;Argentina;1/6/2020;22406;1306;45510324;76.67;0.845
ARG;South America;Argentina;2/6/2020;22406;1306;45510324;76.67;0.845
ARG;South America;Argentina;3/6/2020;22406;1306;45510324;76.67;0.845
ARG;South America;Argentina;4/6/2020;22406;1306;45510324;76.67;0.845
ARG;South America;Argentina;5/6/2020;22406;1306;45510324;76.67;0.845
ARG;South America;Argentina;6/6/2020;22406;1306;45510324;76.67;0.845
ARG;South America;Argentina;7/6/2020;29703;1664;45510324;76.67;0.845
ARG;South America;Argentina;8/6/2020;29703;1664;45510324;76.67;0.845
ARG;South America;Argentina;9/6/2020;29703;1664;45510324;76.67;0.845
ARG;South America;Argentina;10/6/2020;29703;1664;45510324;76.67;0.845
ARG;South America;Argentina;11/6/2020;29703;1664;45510324;76.67;0.845
ARG;South America;Argentina;12/6/2020;29703;1664;45510324;76.67;0.845
ARG;South America;Argentina;13/6/2020;29703;1664;45510324;76.67;0.845
ARG;South America;Argentina;14/6/2020;40388;2122;45510324;76.67;0.845
ARG;South America;Argentina;15/6/2020;40388;2122;45510324;76.67;0.845
ARG;South America;Argentina;16/6/2020;40388;2122;45510324;76.67;0.845
ARG;South America;Argentina;17/6/2020;40388;2122;45510324;76.67;0.845
ARG;South America;Argentina;18/6/2020;40388;2122;45510324;76.67;0.845
ARG;South America;Argentina;19/6/2020;40388;2122;45510324;76.67;0.845
ARG;South America;Argentina;20/6/2020;40388;2122;45510324;76.67;0.845
ARG;South America;Argentina;21/6/2020;54438;2724;45510324;76.67;0.845
ARG;South America;Argentina;22/6/2020;54438;2724;45510324;76.67;0.845
ARG;South America;Argentina;23/6/2020;54438;2724;45510324;76.67;0.845
ARG;South America;Argentina;24/6/2020;54438;2724;45510324;76.67;0.845
ARG;South America;Argentina;25/6/2020;54438;2724;45510324;76.67;0.845
ARG;South America;Argentina;26/6/2020;54438;2724;45510324;76.67;0.845
ARG;South America;Argentina;27/6/2020;54438;2724;45510324;76.67;0.845
ARG;South America;Argentina;28/6/2020;73445;3500;45510324;76.67;0.845
ARG;South America;Argentina;29/6/2020;73445;3500;45510324;76.67;0.845
ARG;South America;Argentina;30/6/2020;73445;3500;45510324;76.67;0.845
ARG;South America;Argentina;1/7/2020;73445;3500;45510324;76.67;0.845
ARG;South America;Argentina;2/7/2020;73445;3500;45510324;76.67;0.845
ARG;South America;Argentina;3/7/2020;73445;3500;45510324;76.67;0.845
ARG;South America;Argentina;4/7/2020;73445;3500;45510324;76.67;0.845
ARG;South America;Argentina;5/7/2020;93640;4403;45510324;76.67;0.845
ARG;South America;Argentina;6/7/2020;93640;4403;45510324;76.67;0.845
ARG;South America;Argentina;7/7/2020;93640;4403;45510324;76.67;0.845
ARG;South America;Argentina;8/7/2020;93640;4403;45510324;76.67;0.845
ARG;South America;Argentina;9/7/2020;93640;4403;45510324;76.67;0.845
ARG;South America;Argentina;10/7/2020;93640;4403;45510324;76.67;0.845
ARG;South America;Argentina;11/7/2020;93640;4403;45510324;76.67;0.845
ARG;South America;Argentina;12/7/2020;118611;5556;45510324;76.67;0.845
ARG;South America;Argentina;13/7/2020;118611;5556;45510324;76.67;0.845
ARG;South America;Argentina;14/7/2020;118611;5556;45510324;76.67;0.845
ARG;South America;Argentina;15/7/2020;118611;5556;45510324;76.67;0.845
ARG;South America;Argentina;16/7/2020;118611;5556;45510324;76.67;0.845
ARG;South America;Argentina;17/7/2020;118611;5556;45510324;76.67;0.845
ARG;South America;Argentina;18/7/2020;118611;5556;45510324;76.67;0.845
ARG;South America;Argentina;19/7/2020;150183;6930;45510324;76.67;0.845
ARG;South America;Argentina;20/7/2020;150183;6930;45510324;76.67;0.845
ARG;South America;Argentina;21/7/2020;150183;6930;45510324;76.67;0.845
ARG;South America;Argentina;22/7/2020;150183;6930;45510324;76.67;0.845
ARG;South America;Argentina;23/7/2020;150183;6930;45510324;76.67;0.845
ARG;South America;Argentina;24/7/2020;150183;6930;45510324;76.67;0.845
ARG;South America;Argentina;25/7/2020;150183;6930;45510324;76.67;0.845
ARG;South America;Argentina;26/7/2020;189430;8474;45510324;76.67;0.845
ARG;South America;Argentina;27/7/2020;189430;8474;45510324;76.67;0.845
ARG;South America;Argentina;28/7/2020;189430;8474;45510324;76.67;0.845
ARG;South America;Argentina;29/7/2020;189430;8474;45510324;76.67;0.845
ARG;South America;Argentina;30/7/2020;189430;8474;45510324;76.67;0.845
ARG;South America;Argentina;31/7/2020;189430;8474;45510324;76.67;0.845
ARG;South America;Argentina;1/8/2020;189430;8474;45510324;76.67;0.845
ARG;South America;Argentina;2/8/2020;231395;9930;45510324;76.67;0.845
ARG;South America;Argentina;3/8/2020;231395;9930;45510324;76.67;0.845
ARG;South America;Argentina;4/8/2020;231395;9930;45510324;76.67;0.845
ARG;South America;Argentina;5/8/2020;231395;9930;45510324;76.67;0.845
ARG;South America;Argentina;6/8/2020;231395;9930;45510324;76.67;0.845
ARG;South America;Argentina;7/8/2020;231395;9930;45510324;76.67;0.845
ARG;South America;Argentina;8/8/2020;231395;9930;45510324;76.67;0.845
ARG;South America;Argentina;9/8/2020;283036;11692;45510324;76.67;0.845
ARG;South America;Argentina;10/8/2020;283036;11692;45510324;76.67;0.845
ARG;South America;Argentina;11/8/2020;283036;11692;45510324;76.67;0.845
ARG;South America;Argentina;12/8/2020;283036;11692;45510324;76.67;0.845
ARG;South America;Argentina;13/8/2020;283036;11692;45510324;76.67;0.845
ARG;South America;Argentina;14/8/2020;283036;11692;45510324;76.67;0.845
ARG;South America;Argentina;15/8/2020;283036;11692;45510324;76.67;0.845
ARG;South America;Argentina;16/8/2020;331713;13354;45510324;76.67;0.845
ARG;South America;Argentina;17/8/2020;331713;13354;45510324;76.67;0.845
ARG;South America;Argentina;18/8/2020;331713;13354;45510324;76.67;0.845
ARG;South America;Argentina;19/8/2020;331713;13354;45510324;76.67;0.845
ARG;South America;Argentina;20/8/2020;331713;13354;45510324;76.67;0.845
ARG;South America;Argentina;21/8/2020;331713;13354;45510324;76.67;0.845
ARG;South America;Argentina;22/8/2020;331713;13354;45510324;76.67;0.845
ARG;South America;Argentina;23/8/2020;382896;15231;45510324;76.67;0.845
ARG;South America;Argentina;24/8/2020;382896;15231;45510324;76.67;0.845
ARG;South America;Argentina;25/8/2020;382896;15231;45510324;76.67;0.845
ARG;South America;Argentina;26/8/2020;382896;15231;45510324;76.67;0.845
ARG;South America;Argentina;27/8/2020;382896;15231;45510324;76.67;0.845
ARG;South America;Argentina;28/8/2020;382896;15231;45510324;76.67;0.845
ARG;South America;Argentina;29/8/2020;382896;15231;45510324;76.67;0.845
ARG;South America;Argentina;30/8/2020;451875;17491;45510324;76.67;0.845
ARG;South America;Argentina;31/8/2020;451875;17491;45510324;76.67;0.845
ARG;South America;Argentina;1/9/2020;451875;17491;45510324;76.67;0.845
ARG;South America;Argentina;2/9/2020;451875;17491;45510324;76.67;0.845
ARG;South America;Argentina;3/9/2020;451875;17491;45510324;76.67;0.845
ARG;South America;Argentina;4/9/2020;451875;17491;45510324;76.67;0.845
ARG;South America;Argentina;5/9/2020;451875;17491;45510324;76.67;0.845
ARG;South America;Argentina;6/9/2020;524195;19815;45510324;76.67;0.845
ARG;South America;Argentina;7/9/2020;524195;19815;45510324;76.67;0.845
ARG;South America;Argentina;8/9/2020;524195;19815;45510324;76.67;0.845
ARG;South America;Argentina;9/9/2020;524195;19815;45510324;76.67;0.845
ARG;South America;Argentina;10/9/2020;524195;19815;45510324;76.67;0.845
ARG;South America;Argentina;11/9/2020;524195;19815;45510324;76.67;0.845
ARG;South America;Argentina;12/9/2020;524195;19815;45510324;76.67;0.845
ARG;South America;Argentina;13/9/2020;602353;22261;45510324;76.67;0.845
ARG;South America;Argentina;14/9/2020;602353;22261;45510324;76.67;0.845
ARG;South America;Argentina;15/9/2020;602353;22261;45510324;76.67;0.845
ARG;South America;Argentina;16/9/2020;602353;22261;45510324;76.67;0.845
ARG;South America;Argentina;17/9/2020;602353;22261;45510324;76.67;0.845
ARG;South America;Argentina;18/9/2020;602353;22261;45510324;76.67;0.845
ARG;South America;Argentina;19/9/2020;602353;22261;45510324;76.67;0.845
ARG;South America;Argentina;20/9/2020;677683;24601;45510324;76.67;0.845
ARG;South America;Argentina;21/9/2020;677683;24601;45510324;76.67;0.845
ARG;South America;Argentina;22/9/2020;677683;24601;45510324;76.67;0.845
ARG;South America;Argentina;23/9/2020;677683;24601;45510324;76.67;0.845
ARG;South America;Argentina;24/9/2020;677683;24601;45510324;76.67;0.845
ARG;South America;Argentina;25/9/2020;677683;24601;45510324;76.67;0.845
ARG;South America;Argentina;26/9/2020;677683;24601;45510324;76.67;0.845
ARG;South America;Argentina;27/9/2020;759395;27057;45510324;76.67;0.845
ARG;South America;Argentina;28/9/2020;759395;27057;45510324;76.67;0.845
ARG;South America;Argentina;29/9/2020;759395;27057;45510324;76.67;0.845
ARG;South America;Argentina;30/9/2020;759395;27057;45510324;76.67;0.845
ARG;South America;Argentina;1/10/2020;759395;27057;45510324;76.67;0.845
ARG;South America;Argentina;2/10/2020;759395;27057;45510324;76.67;0.845
ARG;South America;Argentina;3/10/2020;759395;27057;45510324;76.67;0.845
ARG;South America;Argentina;4/10/2020;846449;29580;45510324;76.67;0.845
ARG;South America;Argentina;5/10/2020;846449;29580;45510324;76.67;0.845
ARG;South America;Argentina;6/10/2020;846449;29580;45510324;76.67;0.845
ARG;South America;Argentina;7/10/2020;846449;29580;45510324;76.67;0.845
ARG;South America;Argentina;8/10/2020;846449;29580;45510324;76.67;0.845
ARG;South America;Argentina;9/10/2020;846449;29580;45510324;76.67;0.845
ARG;South America;Argentina;10/10/2020;846449;29580;45510324;76.67;0.845
ARG;South America;Argentina;11/10/2020;942666;32182;45510324;76.67;0.845
ARG;South America;Argentina;12/10/2020;942666;32182;45510324;76.67;0.845
ARG;South America;Argentina;13/10/2020;942666;32182;45510324;76.67;0.845
ARG;South America;Argentina;14/10/2020;942666;32182;45510324;76.67;0.845
ARG;South America;Argentina;15/10/2020;942666;32182;45510324;76.67;0.845
ARG;South America;Argentina;16/10/2020;942666;32182;45510324;76.67;0.845
ARG;South America;Argentina;17/10/2020;942666;32182;45510324;76.67;0.845
ARG;South America;Argentina;18/10/2020;1038648;34631;45510324;76.67;0.845
ARG;South America;Argentina;19/10/2020;1038648;34631;45510324;76.67;0.845
ARG;South America;Argentina;20/10/2020;1038648;34631;45510324;76.67;0.845
ARG;South America;Argentina;21/10/2020;1038648;34631;45510324;76.67;0.845
ARG;South America;Argentina;22/10/2020;1038648;34631;45510324;76.67;0.845
ARG;South America;Argentina;23/10/2020;1038648;34631;45510324;76.67;0.845
ARG;South America;Argentina;24/10/2020;1038648;34631;45510324;76.67;0.845
ARG;South America;Argentina;25/10/2020;1136236;36979;45510324;76.67;0.845
ARG;South America;Argentina;26/10/2020;1136236;36979;45510324;76.67;0.845
ARG;South America;Argentina;27/10/2020;1136236;36979;45510324;76.67;0.845
ARG;South America;Argentina;28/10/2020;1136236;36979;45510324;76.67;0.845
ARG;South America;Argentina;29/10/2020;1136236;36979;45510324;76.67;0.845
ARG;South America;Argentina;30/10/2020;1136236;36979;45510324;76.67;0.845
ARG;South America;Argentina;31/10/2020;1136236;36979;45510324;76.67;0.845
ARG;South America;Argentina;1/11/2020;1217740;38833;45510324;76.67;0.845
ARG;South America;Argentina;2/11/2020;1217740;38833;45510324;76.67;0.845
ARG;South America;Argentina;3/11/2020;1217740;38833;45510324;76.67;0.845
ARG;South America;Argentina;4/11/2020;1217740;38833;45510324;76.67;0.845
ARG;South America;Argentina;5/11/2020;1217740;38833;45510324;76.67;0.845
ARG;South America;Argentina;6/11/2020;1217740;38833;45510324;76.67;0.845
ARG;South America;Argentina;7/11/2020;1217740;38833;45510324;76.67;0.845
ARG;South America;Argentina;8/11/2020;1288465;40516;45510324;76.67;0.845
ARG;South America;Argentina;9/11/2020;1288465;40516;45510324;76.67;0.845
ARG;South America;Argentina;10/11/2020;1288465;40516;45510324;76.67;0.845
ARG;South America;Argentina;11/11/2020;1288465;40516;45510324;76.67;0.845
ARG;South America;Argentina;12/11/2020;1288465;40516;45510324;76.67;0.845
ARG;South America;Argentina;13/11/2020;1288465;40516;45510324;76.67;0.845
ARG;South America;Argentina;14/11/2020;1288465;40516;45510324;76.67;0.845
ARG;South America;Argentina;15/11/2020;1355594;41968;45510324;76.67;0.845
ARG;South America;Argentina;16/11/2020;1355594;41968;45510324;76.67;0.845
ARG;South America;Argentina;17/11/2020;1355594;41968;45510324;76.67;0.845
ARG;South America;Argentina;18/11/2020;1355594;41968;45510324;76.67;0.845
ARG;South America;Argentina;19/11/2020;1355594;41968;45510324;76.67;0.845
ARG;South America;Argentina;20/11/2020;1355594;41968;45510324;76.67;0.845
ARG;South America;Argentina;21/11/2020;1355594;41968;45510324;76.67;0.845
ARG;South America;Argentina;22/11/2020;1413481;43138;45510324;76.67;0.845
ARG;South America;Argentina;23/11/2020;1413481;43138;45510324;76.67;0.845
ARG;South America;Argentina;24/11/2020;1413481;43138;45510324;76.67;0.845
ARG;South America;Argentina;25/11/2020;1413481;43138;45510324;76.67;0.845
ARG;South America;Argentina;26/11/2020;1413481;43138;45510324;76.67;0.845
ARG;South America;Argentina;27/11/2020;1413481;43138;45510324;76.67;0.845
ARG;South America;Argentina;28/11/2020;1413481;43138;45510324;76.67;0.845
ARG;South America;Argentina;29/11/2020;1461515;44081;45510324;76.67;0.845
ARG;South America;Argentina;30/11/2020;1461515;44081;45510324;76.67;0.845
ARG;South America;Argentina;1/12/2020;1461515;44081;45510324;76.67;0.845
ARG;South America;Argentina;2/12/2020;1461515;44081;45510324;76.67;0.845
ARG;South America;Argentina;3/12/2020;1461515;44081;45510324;76.67;0.845
ARG;South America;Argentina;4/12/2020;1461515;44081;45510324;76.67;0.845
ARG;South America;Argentina;5/12/2020;1461515;44081;45510324;76.67;0.845
ARG;South America;Argentina;6/12/2020;1504277;44943;45510324;76.67;0.845
ARG;South America;Argentina;7/12/2020;1504277;44943;45510324;76.67;0.845
ARG;South America;Argentina;8/12/2020;1504277;44943;45510324;76.67;0.845
ARG;South America;Argentina;9/12/2020;1504277;44943;45510324;76.67;0.845
ARG;South America;Argentina;10/12/2020;1504277;44943;45510324;76.67;0.845
ARG;South America;Argentina;11/12/2020;1504277;44943;45510324;76.67;0.845
ARG;South America;Argentina;12/12/2020;1504277;44943;45510324;76.67;0.845
ARG;South America;Argentina;13/12/2020;1539591;45738;45510324;76.67;0.845
ARG;South America;Argentina;14/12/2020;1539591;45738;45510324;76.67;0.845
ARG;South America;Argentina;15/12/2020;1539591;45738;45510324;76.67;0.845
ARG;South America;Argentina;16/12/2020;1539591;45738;45510324;76.67;0.845
ARG;South America;Argentina;17/12/2020;1539591;45738;45510324;76.67;0.845
ARG;South America;Argentina;18/12/2020;1539591;45738;45510324;76.67;0.845
ARG;South America;Argentina;19/12/2020;1539591;45738;45510324;76.67;0.845
ARG;South America;Argentina;20/12/2020;1585045;46648;45510324;76.67;0.845
ARG;South America;Argentina;21/12/2020;1585045;46648;45510324;76.67;0.845
ARG;South America;Argentina;22/12/2020;1585045;46648;45510324;76.67;0.845
ARG;South America;Argentina;23/12/2020;1585045;46648;45510324;76.67;0.845
ARG;South America;Argentina;24/12/2020;1585045;46648;45510324;76.67;0.845
ARG;South America;Argentina;25/12/2020;1585045;46648;45510324;76.67;0.845
ARG;South America;Argentina;26/12/2020;1585045;46648;45510324;76.67;0.845
ARG;South America;Argentina;27/12/2020;1629908;47507;45510324;76.67;0.845
ARG;South America;Argentina;28/12/2020;1629908;47507;45510324;76.67;0.845
ARG;South America;Argentina;29/12/2020;1629908;47507;45510324;76.67;0.845
ARG;South America;Argentina;30/12/2020;1629908;47507;45510324;76.67;0.845
ARG;South America;Argentina;31/12/2020;1629908;47507;45510324;76.67;0.845
ARG;South America;Argentina;1/1/2021;1629908;47507;45510324;76.67;0.845
ARG;South America;Argentina;2/1/2021;1629908;47507;45510324;76.67;0.845
ARG;South America;Argentina;3/1/2021;1690372;48610;45510324;76.67;0.845
ARG;South America;Argentina;4/1/2021;1690372;48610;45510324;76.67;0.845
ARG;South America;Argentina;5/1/2021;1690372;48610;45510324;76.67;0.845
ARG;South America;Argentina;6/1/2021;1690372;48610;45510324;76.67;0.845
ARG;South America;Argentina;7/1/2021;1690372;48610;45510324;76.67;0.845
ARG;South America;Argentina;8/1/2021;1690372;48610;45510324;76.67;0.845
ARG;South America;Argentina;9/1/2021;1690372;48610;45510324;76.67;0.845
ARG;South America;Argentina;10/1/2021;1775105;50025;45510324;76.67;0.845
ARG;South America;Argentina;11/1/2021;1775105;50025;45510324;76.67;0.845
ARG;South America;Argentina;12/1/2021;1775105;50025;45510324;76.67;0.845
ARG;South America;Argentina;13/1/2021;1775105;50025;45510324;76.67;0.845
ARG;South America;Argentina;14/1/2021;1775105;50025;45510324;76.67;0.845
ARG;South America;Argentina;15/1/2021;1775105;50025;45510324;76.67;0.845
